Year,value,Village
1992,133.141525,Adiyikoro
1993,328.738656,Adiyikoro
1994,334.214415916667,Adiyikoro
1995,311.0950753694211,Adiyikoro
1996,143.025151,Adiyikoro
1997,158.25486,Adiyikoro
1998,260.64082099999996,Adiyikoro
1999,411.221969,Adiyikoro
2000,126.81237199999998,Adiyikoro
2001,79.283924,Adiyikoro
2002,58.600545,Adiyikoro
2003,74.407529,Adiyikoro
2004,81.67723699999999,Adiyikoro
2005,74.442937,Adiyikoro
2006,237.92776199999997,Adiyikoro
2007,259.634088,Adiyikoro
2008,140.425985,Adiyikoro
2009,217.990968,Adiyikoro
2010,116.00837999999999,Adiyikoro
2011,112.37500500000002,Adiyikoro
2012,163.951363,Adiyikoro
2013,197.442544,Adiyikoro
2014,251.87310000000002,Adiyikoro
2015,87.462577,Adiyikoro
2016,288.0507,Adiyikoro
2017,111.26264499999999,Adiyikoro
2018,153.038825,Adiyikoro
2019,53.669321,Adiyikoro
1983,163.71097845751643,Adizata
1984,85.79408,Adizata
1985,285.0550023,Adizata
1986,250.20153749362711,Adizata
1987,77.41443813412695,Adizata
1988,210.04150155555558,Adizata
1989,81.939335,Adizata
1990,144.416264,Adizata
1991,132.7038708,Adizata
1992,133.141525,Adizata
1993,328.738656,Adizata
1994,334.214415916667,Adizata
1995,311.0950753694211,Adizata
1996,143.025151,Adizata
1997,158.25486,Adizata
1998,260.64082099999996,Adizata
1999,411.221969,Adizata
2000,126.81237199999998,Adizata
2001,79.283924,Adizata
2002,58.600545,Adizata
2003,74.407529,Adizata
2004,81.67723699999999,Adizata
2005,74.442937,Adizata
2006,237.92776199999997,Adizata
2007,259.634088,Adizata
2008,140.425985,Adizata
2009,217.990968,Adizata
2010,116.00837999999999,Adizata
2011,112.37500500000002,Adizata
2012,163.951363,Adizata
2013,197.442544,Adizata
2014,251.87310000000002,Adizata
2015,87.462577,Adizata
2016,288.0507,Adizata
2017,111.26264499999999,Adizata
2018,153.038825,Adizata
2019,53.669321,Adizata
1983,143.1231908719421,Adreb
1984,82.04518147222223,Adreb
1985,200.5723125694444,Adreb
1986,475.55176218464,Adreb
1987,161.3175677269841,Adreb
1988,167.09533,Adreb
1989,195.65850700000004,Adreb
1990,89.374665,Adreb
1991,361.77543000000003,Adreb
1992,129.5625546,Adreb
1993,301.943519,Adreb
1994,313.1035769444444,Adreb
1995,238.990733363212,Adreb
1996,231.4809,Adreb
1997,227.354988,Adreb
1998,181.62343600000003,Adreb
1999,226.016614,Adreb
2000,164.4980425,Adreb
2001,106.57215699999999,Adreb
2002,68.726595,Adreb
2003,129.99280100000001,Adreb
2004,86.574895,Adreb
2005,115.09205800000001,Adreb
2006,289.37940399999997,Adreb
2007,215.146273,Adreb
2008,134.65132599999998,Adreb
2009,111.76977500000001,Adreb
2010,156.061707,Adreb
2011,431.505523,Adreb
2012,167.105973,Adreb
2013,176.885707,Adreb
2014,280.494078,Adreb
