Year,value,Village
1984,24.251382,AdiHa
1985,20.219371,AdiHa
1986,19.348938,AdiHa
1987,16.395377,AdiHa
1988,45.611866,AdiHa
1989,20.391403000000004,AdiHa
1990,20.881363,AdiHa
1991,39.38563,AdiHa
1992,21.220605,AdiHa
1993,20.314036,AdiHa
1994,31.699250999999997,AdiHa
1995,13.807606000000002,AdiHa
1996,20.168878999999997,AdiHa
1997,16.661589,AdiHa
1998,55.082359999999994,AdiHa
1999,45.61481,AdiHa
2000,31.837501000000003,AdiHa
2001,15.216635000000002,AdiHa
2002,21.546295999999998,AdiHa
2003,27.983112000000002,AdiHa
2004,14.308823,AdiHa
2005,19.786738999999997,AdiHa
2006,17.059735,AdiHa
2007,15.302288,AdiHa
2008,19.718096999999997,AdiHa
2009,11.442900000000002,AdiHa
2010,23.324952,AdiHa
2011,16.14463,AdiHa
2012,14.152252,AdiHa
2013,34.39367,AdiHa
2014,44.403702,AdiHa
2015,28.435463,AdiHa
2016,25.834605999999997,AdiHa
2017,23.574984,AdiHa
2018,31.245849000000003,AdiHa
2019,42.43852,AdiHa
2020,25.13670651282052,AdiHa
1981,109.44452799999999,AdiKisandid
1982,84.0188,AdiKisandid
1983,98.51867899999999,AdiKisandid
1984,44.558346,AdiKisandid
1985,102.70326,AdiKisandid
1986,65.56874499999999,AdiKisandid
1987,73.45953,AdiKisandid
1988,106.66113899999999,AdiKisandid
1989,57.826339000000004,AdiKisandid
1990,35.905733,AdiKisandid
1991,33.609909,AdiKisandid
1992,204.51405899999997,AdiKisandid
1993,92.85415,AdiKisandid
1994,131.269446,AdiKisandid
1995,130.95710499999998,AdiKisandid
1996,178.66215,AdiKisandid
1997,68.618933,AdiKisandid
1998,326.9148,AdiKisandid
1999,191.43365999999997,AdiKisandid
2000,183.573543,AdiKisandid
2001,215.33769999999998,AdiKisandid
2002,149.60814,AdiKisandid
2003,235.426042,AdiKisandid
2004,70.437117,AdiKisandid
2005,163.60962,AdiKisandid
2006,185.17607,AdiKisandid
2007,167.23121999999998,AdiKisandid
2008,90.36958,AdiKisandid
2009,171.53259,AdiKisandid
2010,272.95446,AdiKisandid
2011,102.76101999999999,AdiKisandid
2012,87.92749900000001,AdiKisandid
2013,95.78902000000001,AdiKisandid
2014,158.71888,AdiKisandid
2015,125.09323,AdiKisandid
2016,71.28393,AdiKisandid
2017,214.97308999999998,AdiKisandid
2018,130.0894,AdiKisandid
2019,69.79189699999999,AdiKisandid
2020,130.7482912564102,AdiKisandid
1981,71.09999,Adisalem
1982,51.971844999999995,Adisalem
1983,32.196536,Adisalem
1984,76.988217,Adisalem
1985,67.09208,Adisalem
1986,63.19898400000001,Adisalem
1987,51.27836,Adisalem
1988,100.514498,Adisalem
1989,69.834491,Adisalem
1990,50.021485,Adisalem
1991,77.62042400000001,Adisalem
1992,52.851537,Adisalem
1993,95.97238,Adisalem
1994,67.345431,Adisalem
1995,36.905269,Adisalem
1996,79.86824700000001,Adisalem
1997,81.39242,Adisalem
1998,108.11186199999999,Adisalem
1999,75.18602700000001,Adisalem
2000,62.890040000000006,Adisalem
2001,52.302847,Adisalem
2002,55.158357,Adisalem
2003,73.67614300000001,Adisalem
2004,40.848957,Adisalem
2005,64.608675,Adisalem
2006,74.829318,Adisalem
2007,86.66328700000001,Adisalem
2008,90.24900300000002,Adisalem
2009,52.281576,Adisalem
2010,72.417243,Adisalem
2011,49.288713,Adisalem
2012,60.538917000000005,Adisalem
2013,96.504982,Adisalem
2014,113.8608,Adisalem
2015,98.60196,Adisalem
2016,50.719612999999995,Adisalem
2017,74.45482000000001,Adisalem
2018,99.303352,Adisalem
2019,108.75838,Adisalem
2020,71.471976051282,Adisalem
1981,175.08027,AdisAlemS
1982,147.33676199999996,AdisAlemS
1983,133.095268,AdisAlemS
1984,90.79668000000001,AdisAlemS
1985,151.90466,AdisAlemS
1986,150.46151,AdisAlemS
1987,137.55900300000002,AdisAlemS
1988,197.38209999999998,AdisAlemS
1989,143.80062,AdisAlemS
1990,100.84677300000001,AdisAlemS
1991,110.39903299999999,AdisAlemS
1992,224.84543299999999,AdisAlemS
1993,155.4494,AdisAlemS
1994,275.34962899999994,AdisAlemS
1995,218.55137,AdisAlemS
1996,266.417863,AdisAlemS
1997,113.163862,AdisAlemS
1998,417.73440999999997,AdisAlemS
1999,302.20599,AdisAlemS
2000,283.461774,AdisAlemS
2001,255.635675,AdisAlemS
2002,194.31346399999998,AdisAlemS
2003,271.917029,AdisAlemS
2004,144.60377000000003,AdisAlemS
2005,209.86896299999998,AdisAlemS
2006,263.975657,AdisAlemS
2007,203.25453000000002,AdisAlemS
2008,169.26043500000003,AdisAlemS
2009,219.747182,AdisAlemS
2010,372.5788,AdisAlemS
2011,180.321537,AdisAlemS
2012,159.55223199999998,AdisAlemS
2013,202.075533,AdisAlemS
2014,247.67163999999997,AdisAlemS
2015,187.25970999999998,AdisAlemS
2016,133.233473,AdisAlemS
2017,324.88420300000007,AdisAlemS
2018,257.28490999999997,AdisAlemS
2019,174.1596,AdisAlemS
2020,204.2933526410255,AdisAlemS
1981,185.30877199999998,AdisAlemW
1982,127.390484,AdisAlemW
1983,143.028441,AdisAlemW
1984,140.60338000000002,AdisAlemW
1985,141.78137,AdisAlemW
1986,124.46704000000001,AdisAlemW
1987,166.07987,AdisAlemW
1988,179.772831,AdisAlemW
1989,144.98466,AdisAlemW
1990,94.023819,AdisAlemW
1991,108.746481,AdisAlemW
1992,214.563183,AdisAlemW
1993,168.01800999999998,AdisAlemW
1994,158.185679,AdisAlemW
1995,187.09482899999998,AdisAlemW
1996,187.98355,AdisAlemW
1997,130.47346900000002,AdisAlemW
1998,335.62611000000004,AdisAlemW
1999,223.15069,AdisAlemW
2000,282.47103000000004,AdisAlemW
2001,318.92431,AdisAlemW
2002,214.31605999999996,AdisAlemW
2003,265.98675000000003,AdisAlemW
2004,201.28692999999996,AdisAlemW
2005,218.14917,AdisAlemW
2006,245.97748,AdisAlemW
2007,244.55908000000002,AdisAlemW
2008,181.55912,AdisAlemW
2009,213.941036,AdisAlemW
2010,310.22139,AdisAlemW
2011,223.20230999999998,AdisAlemW
2012,216.567321,AdisAlemW
2013,132.17195800000002,AdisAlemW
2014,210.81893000000002,AdisAlemW
2015,183.99636999999998,AdisAlemW
2016,140.50059,AdisAlemW
2017,254.26992,AdisAlemW
2018,206.19217,AdisAlemW
2019,139.68957,AdisAlemW
2020,194.002158025641,AdisAlemW
1981,98.39986999999999,Adiselam
1982,60.69306,Adiselam
1983,50.824828,Adiselam
1984,72.33999,Adiselam
1985,57.81767,Adiselam
1986,57.72198,Adiselam
1987,67.27904,Adiselam
1988,93.76454000000001,Adiselam
1989,50.355618,Adiselam
1990,82.803008,Adiselam
1991,98.27826,Adiselam
1992,32.378318,Adiselam
1993,78.87720999999999,Adiselam
1994,73.51962800000001,Adiselam
1995,32.378318,Adiselam
1996,41.144757999999996,Adiselam
1997,74.44556,Adiselam
1998,89.59369,Adiselam
1999,72.15223999999999,Adiselam
2000,61.139579999999995,Adiselam
2001,34.604428,Adiselam
2002,45.230278,Adiselam
2003,72.52905799999999,Adiselam
2004,61.82409,Adiselam
2005,59.329274000000005,Adiselam
2006,66.114298,Adiselam
2007,53.614568,Adiselam
2008,52.07031,Adiselam
2009,29.983446,Adiselam
2010,58.789352,Adiselam
2011,53.558138,Adiselam
2012,41.845658,Adiselam
2013,77.91728,Adiselam
2014,116.21875,Adiselam
2015,91.78959,Adiselam
2016,52.705764,Adiselam
2017,64.54122000000001,Adiselam
2018,74.782781,Adiselam
2019,120.32591000000001,Adiselam
2020,65.9918297179487,Adiselam
1981,101.63609199999999,Adishimbirkti
1982,77.62713900000001,Adishimbirkti
1983,81.188591,Adishimbirkti
1984,58.1695,Adishimbirkti
1985,127.84923,Adishimbirkti
1986,162.67166,Adishimbirkti
1987,54.986689,Adishimbirkti
1988,163.30817000000002,Adishimbirkti
1989,68.47406000000001,Adishimbirkti
1990,64.82143,Adishimbirkti
1991,64.738101,Adishimbirkti
1992,141.20723,Adishimbirkti
1993,103.78762199999998,Adishimbirkti
1994,155.280199,Adishimbirkti
1995,79.80213900000001,Adishimbirkti
1996,174.82530999999997,Adishimbirkti
1997,67.36905100000001,Adishimbirkti
