year,District,value
1999,Nsama,275
2000,Nsama,275
2001,Nsama,275
2002,Nsama,256.892302
2003,Nsama,275
2004,Nsama,275
2005,Nsama,275
2006,Nsama,275
2007,Nsama,275
2008,Nsama,274.9165
2009,Nsama,275
2010,Nsama,268.66686
2011,Nsama,275
2012,Nsama,275
2013,Nsama,275
2014,Nsama,275
2015,Nsama,275
2016,Nsama,275
2017,Nsama,273.77583
2018,Nsama,275
2019,Nsama,275
1981,Senga Hill,253.00737
1982,Senga Hill,270.81364
1983,Senga Hill,275
1984,Senga Hill,275
1985,Senga Hill,275
1986,Senga Hill,275
1987,Senga Hill,275
1988,Senga Hill,275
1989,Senga Hill,275
1990,Senga Hill,275
1991,Senga Hill,275
1992,Senga Hill,275
1993,Senga Hill,275
1994,Senga Hill,275
1995,Senga Hill,275
1996,Senga Hill,275
1997,Senga Hill,275
1998,Senga Hill,274.56598
1999,Senga Hill,275
2000,Senga Hill,275
2001,Senga Hill,272.08261
2002,Senga Hill,267.3874
2003,Senga Hill,275
2004,Senga Hill,271.03628
2005,Senga Hill,275
2006,Senga Hill,275
2007,Senga Hill,275
2008,Senga Hill,275
2009,Senga Hill,275
2010,Senga Hill,274.79369
2011,Senga Hill,275
2012,Senga Hill,275
2013,Senga Hill,275
2014,Senga Hill,273.35011
2015,Senga Hill,275
2016,Senga Hill,275
2017,Senga Hill,275
2018,Senga Hill,275
2019,Senga Hill,275
1981,Chikankanta,191.751091
1982,Chikankanta,223.295068
1983,Chikankanta,259.38326
1984,Chikankanta,254.23027
1985,Chikankanta,262.92512
1986,Chikankanta,239.28408
1987,Chikankanta,251.556576
1988,Chikankanta,275
1989,Chikankanta,234.851737
1990,Chikankanta,246.25562
1991,Chikankanta,240.778735
1992,Chikankanta,250.895809
1993,Chikankanta,186.334921
1994,Chikankanta,201.097676
1995,Chikankanta,231.924211
1996,Chikankanta,248.39327
1997,Chikankanta,230.392245
1998,Chikankanta,258.85976
1999,Chikankanta,249.001032
2000,Chikankanta,268.14185
2001,Chikankanta,206.986494
2002,Chikankanta,266.47009
2003,Chikankanta,233.409928
2004,Chikankanta,205.281682
2005,Chikankanta,266.45747
2006,Chikankanta,238.147725
2007,Chikankanta,238.101319
2008,Chikankanta,234.408953
2009,Chikankanta,258.559195
2010,Chikankanta,261.87297
2011,Chikankanta,263.49218
2012,Chikankanta,219.886352
2013,Chikankanta,247.511037
2014,Chikankanta,248.400789
2015,Chikankanta,253.574249
2016,Chikankanta,251.524635
2017,Chikankanta,238.39504
2018,Chikankanta,185.700723
2019,Chikankanta,211.321869
1981,Choma,192.236725
1982,Choma,231.376147
1983,Choma,263.20675
1984,Choma,252.748573
1985,Choma,270.17357
1986,Choma,242.54909
1987,Choma,246.825164
1988,Choma,248.53729
1989,Choma,233.984962
1990,Choma,240.497902
1991,Choma,202.375871
1992,Choma,247.86375
1993,Choma,201.599179
1994,Choma,193.746522
1995,Choma,236.064912
1996,Choma,252.939594
1997,Choma,230.84537
1998,Choma,250.83982
1999,Choma,275
2000,Choma,275
2001,Choma,210.324894
2002,Choma,255.38015
2003,Choma,254.208393
2004,Choma,201.818065
2005,Choma,265.01995
2006,Choma,254.317443
2007,Choma,240.643541
2008,Choma,246.072789
2009,Choma,263.48816
2010,Choma,261.81598
2011,Choma,268.4587
2012,Choma,218.119348
2013,Choma,242.682793
2014,Choma,240.463707
2015,Choma,244.946415
2016,Choma,250.587347
2017,Choma,244.455913
2018,Choma,168.413144
2019,Choma,229.71088
1981,Gwembe,191.806751
1982,Gwembe,231.536117
1983,Gwembe,261.20592
1984,Gwembe,265.31444
1985,Gwembe,274.21458
1986,Gwembe,251.87362
1987,Gwembe,258.41639
1988,Gwembe,257.79647
1989,Gwembe,222.329095
1990,Gwembe,246.02613
1991,Gwembe,214.64082
1992,Gwembe,250.365912
1993,Gwembe,208.564577
1994,Gwembe,201.16103
1995,Gwembe,241.223357
1996,Gwembe,261.66035
1997,Gwembe,240.364426
1998,Gwembe,269.82505
1999,Gwembe,264.55715
2000,Gwembe,275
2001,Gwembe,211.464658
2002,Gwembe,265.82849
2003,Gwembe,244.477018
2004,Gwembe,218.221888
2005,Gwembe,268.66755
2006,Gwembe,243.193347
2007,Gwembe,255.036231
2008,Gwembe,250.392243
2009,Gwembe,258.71873
2010,Gwembe,275
2011,Gwembe,269.75503
2012,Gwembe,221.963472
2013,Gwembe,248.92676
2014,Gwembe,246.691732
2015,Gwembe,241.728611
2016,Gwembe,247.497154
2017,Gwembe,233.208325
2018,Gwembe,172.143904
2019,Gwembe,208.017476
1981,Kalomo,193.487484
1982,Kalomo,237.351441
1983,Kalomo,265.10275
1984,Kalomo,235.947181
1985,Kalomo,269.92189
1986,Kalomo,249.33702
1987,Kalomo,227.207787
1988,Kalomo,242.059707
1989,Kalomo,235.595884
1990,Kalomo,240.828634
1991,Kalomo,203.85626
1992,Kalomo,242.866005
1993,Kalomo,202.225839
1994,Kalomo,198.592076
1995,Kalomo,234.020433
1996,Kalomo,256.179801
1997,Kalomo,231.035144
1998,Kalomo,252.779834
1999,Kalomo,271.56647
2000,Kalomo,272.62805
2001,Kalomo,198.663953
2002,Kalomo,238.24119
2003,Kalomo,253.966335
2004,Kalomo,193.758428
2005,Kalomo,265.14876
2006,Kalomo,252.391592
2007,Kalomo,246.6394
2008,Kalomo,243.545765
2009,Kalomo,262.62294
2010,Kalomo,253.19408
2011,Kalomo,265.58193
2012,Kalomo,216.973853
2013,Kalomo,237.637623
2014,Kalomo,230.690752
2015,Kalomo,245.27291
2016,Kalomo,253.873971
2017,Kalomo,241.859427
2018,Kalomo,170.250347
2019,Kalomo,234.431134
1981,Kazungula,194.646013
1982,Kazungula,234.928374
1983,Kazungula,258.01812
1984,Kazungula,231.46971
1985,Kazungula,267.25311
1986,Kazungula,257.39639
1987,Kazungula,234.590651
1988,Kazungula,243.357011
1989,Kazungula,240.165007
1990,Kazungula,242.546785
1991,Kazungula,202.615155
1992,Kazungula,243.699006
1993,Kazungula,205.854803
1994,Kazungula,207.855801
1995,Kazungula,234.353907
1996,Kazungula,250.389833
1997,Kazungula,218.206214
1998,Kazungula,237.000829
1999,Kazungula,275
2000,Kazungula,270.12296
2001,Kazungula,198.13248
2002,Kazungula,239.234072
2003,Kazungula,254.184683
2004,Kazungula,199.343188
2005,Kazungula,267.78705
2006,Kazungula,251.984072
2007,Kazungula,249.659833
2008,Kazungula,246.845654
2009,Kazungula,266.52959
2010,Kazungula,265.67233
2011,Kazungula,245.57622
2012,Kazungula,209.445868
2013,Kazungula,240.902398
2014,Kazungula,215.497224
2015,Kazungula,255.23009
2016,Kazungula,248.710814
2017,Kazungula,249.46429
2018,Kazungula,165.667986
2019,Kazungula,242.662514
1981,Livingstone,178.285277
1982,Livingstone,237.439435
1983,Livingstone,236.219768
1984,Livingstone,218.689873
1985,Livingstone,257.95454
1986,Livingstone,235.20691
1987,Livingstone,234.69578
1988,Livingstone,252.830738
1989,Livingstone,234.657939
1990,Livingstone,242.435988
1991,Livingstone,204.195925
1992,Livingstone,249.05288
1993,Livingstone,200.981968
1994,Livingstone,193.844999
1995,Livingstone,235.474358
1996,Livingstone,249.999008
1997,Livingstone,214.424765
1998,Livingstone,222.956736
1999,Livingstone,269.14095
2000,Livingstone,258.34333
2001,Livingstone,186.008493
2002,Livingstone,223.997043
2003,Livingstone,254.614948
2004,Livingstone,190.547731
2005,Livingstone,252.82009
2006,Livingstone,247.141809
2007,Livingstone,249.594094
2008,Livingstone,241.53457
2009,Livingstone,251.73958
2010,Livingstone,261.20207
2011,Livingstone,233.25584
2012,Livingstone,208.143253
2013,Livingstone,213.562637
2014,Livingstone,218.341563
2015,Livingstone,238.148448
2016,Livingstone,246.155631
2017,Livingstone,247.14526
2018,Livingstone,167.457983
2019,Livingstone,237.865863
1981,Mazabuka,186.036208
1982,Mazabuka,237.725337
1983,Mazabuka,261.17341
1984,Mazabuka,257.42689
1985,Mazabuka,257.11297
1986,Mazabuka,261.50235
1987,Mazabuka,253.190683
1988,Mazabuka,265.88131
1989,Mazabuka,237.595648
1990,Mazabuka,236.421297
1991,Mazabuka,226.244297
1992,Mazabuka,251.133938
1993,Mazabuka,190.727863
1994,Mazabuka,203.428999
1995,Mazabuka,231.726385
1996,Mazabuka,243.25201
1997,Mazabuka,240.648022
1998,Mazabuka,227.180087
1999,Mazabuka,259.53802
2000,Mazabuka,268.098
2001,Mazabuka,205.400599
2002,Mazabuka,270.32382
2003,Mazabuka,236.710198
2004,Mazabuka,196.523176
2005,Mazabuka,259.413245
2006,Mazabuka,241.781829
2007,Mazabuka,238.444417
2008,Mazabuka,245.651778
2009,Mazabuka,259.486228
2010,Mazabuka,268.3137
2011,Mazabuka,264.98898
2012,Mazabuka,211.596794
2013,Mazabuka,237.025137
2014,Mazabuka,244.890271
2015,Mazabuka,254.46082
2016,Mazabuka,242.327356
2017,Mazabuka,235.676019
2018,Mazabuka,187.386741
2019,Mazabuka,215.882093
1981,Monze,187.331614
1982,Monze,241.6573
1983,Monze,256.36224
1984,Monze,260.87758
1985,Monze,259.7745
1986,Monze,259.93167
1987,Monze,257.62287
1988,Monze,260.73273
1989,Monze,236.822424
1990,Monze,238.232696
1991,Monze,215.801192
1992,Monze,250.156181
1993,Monze,201.770396
1994,Monze,196.165981
1995,Monze,236.524826
1996,Monze,248.772578
1997,Monze,239.007499
1998,Monze,251.29922
1999,Monze,267.75931
2000,Monze,275
2001,Monze,213.193326
2002,Monze,269.99499
2003,Monze,244.500412
2004,Monze,204.62744
2005,Monze,264.06967
2006,Monze,245.75789
2007,Monze,241.622863
2008,Monze,247.477177
2009,Monze,262.10694
2010,Monze,272.04354
2011,Monze,269.639
2012,Monze,214.916012
2013,Monze,240.11574
2014,Monze,246.075557
2015,Monze,244.268955
2016,Monze,241.670372
2017,Monze,234.329701
2018,Monze,180.563667
2019,Monze,220.055658
1981,Namwala,180.507282
1982,Namwala,248.22009
1983,Namwala,259.15024
1984,Namwala,247.32436
1985,Namwala,259.01961
1986,Namwala,245.68359
1987,Namwala,252.335017
1988,Namwala,253.95626
1989,Namwala,235.254489
1990,Namwala,233.682224
1991,Namwala,209.116184
1992,Namwala,241.259129
1993,Namwala,200.144116
1994,Namwala,190.787758
1995,Namwala,235.842102
1996,Namwala,248.477231
1997,Namwala,231.861333
1998,Namwala,243.875283
1999,Namwala,262.20931
2000,Namwala,275
2001,Namwala,200.620183
2002,Namwala,265.74792
2003,Namwala,248.680988
2004,Namwala,199.158503
2005,Namwala,263.75931
2006,Namwala,251.955666
2007,Namwala,246.266574
2008,Namwala,252.606876
2009,Namwala,256.718554
2010,Namwala,269.17807
2011,Namwala,263.57127
2012,Namwala,210.475032
2013,Namwala,230.318107
2014,Namwala,248.889078
2015,Namwala,250.57692
2016,Namwala,249.440185
2017,Namwala,236.017188
2018,Namwala,181.068625
2019,Namwala,242.20834
1981,Pemba,195.140374
1982,Pemba,237.989469
1983,Pemba,259.20185
1984,Pemba,268.93838
1985,Pemba,273.73582
1986,Pemba,240.3782
1987,Pemba,261.65202
1988,Pemba,259.69586
1989,Pemba,227.663056
1990,Pemba,242.098181
1991,Pemba,204.091306
1992,Pemba,248.75649
1993,Pemba,201.647839
1994,Pemba,195.429246
1995,Pemba,237.131088
1996,Pemba,254.306641
1997,Pemba,239.930547
1998,Pemba,266.62266
1999,Pemba,266.08673
2000,Pemba,274.16551
2001,Pemba,211.209557
2002,Pemba,262.04707
2003,Pemba,255.781384
2004,Pemba,216.43707
2005,Pemba,269.3492
2006,Pemba,243.381385
2007,Pemba,246.597927
2008,Pemba,250.301604
2009,Pemba,258.8279
2010,Pemba,270.78825
2011,Pemba,265.75523
2012,Pemba,216.040949
2013,Pemba,243.734405
2014,Pemba,246.100936
2015,Pemba,240.31776
2016,Pemba,241.548565
2017,Pemba,240.510717
2018,Pemba,171.589132
2019,Pemba,217.202683
1981,Siavonga,192.786987
1982,Siavonga,218.35379
1983,Siavonga,258.57791
1984,Siavonga,257.25416
1985,Siavonga,263.55919
1986,Siavonga,230.39138
1987,Siavonga,245.978957
1988,Siavonga,266.89145
1989,Siavonga,221.430263
1990,Siavonga,246.166363
1991,Siavonga,230.84592
1992,Siavonga,246.227938
1993,Siavonga,200.57671
1994,Siavonga,193.531017
1995,Siavonga,231.738567
1996,Siavonga,247.68672
1997,Siavonga,229.74541
1998,Siavonga,269.16478
1999,Siavonga,260.39023
2000,Siavonga,275
2001,Siavonga,205.282518
2002,Siavonga,262.64497
2003,Siavonga,237.617207
2004,Siavonga,195.787612
2005,Siavonga,262.35852
2006,Siavonga,245.820845
2007,Siavonga,242.685255
2008,Siavonga,232.226876
2009,Siavonga,259.350488
2010,Siavonga,265.37361
2011,Siavonga,266.14857
2012,Siavonga,220.494729
2013,Siavonga,244.392483
2014,Siavonga,250.955506
2015,Siavonga,240.111955
2016,Siavonga,253.137969
2017,Siavonga,231.074281
2018,Siavonga,171.704327
2019,Siavonga,196.050825
1981,Sinazongwe,185.713715
1982,Sinazongwe,221.291964
1983,Sinazongwe,262.37726
1984,Sinazongwe,242.738748
1985,Sinazongwe,271.20529
1986,Sinazongwe,225.10738
1987,Sinazongwe,258.51632
1988,Sinazongwe,238.924906
1989,Sinazongwe,224.156872
1990,Sinazongwe,240.480703
1991,Sinazongwe,178.080522
1992,Sinazongwe,241.46163
1993,Sinazongwe,190.51356
1994,Sinazongwe,186.209592
1995,Sinazongwe,234.845206
1996,Sinazongwe,255.115876
1997,Sinazongwe,215.016384
1998,Sinazongwe,264.35431
1999,Sinazongwe,271.7298
2000,Sinazongwe,273.35403
2001,Sinazongwe,199.5663
2002,Sinazongwe,249.65053
2003,Sinazongwe,250.213861
2004,Sinazongwe,195.448623
2005,Sinazongwe,268.54742
2006,Sinazongwe,257.593694
2007,Sinazongwe,237.108311
2008,Sinazongwe,243.105274
2009,Sinazongwe,260.3871
2010,Sinazongwe,256.53831
2011,Sinazongwe,257.86851
2012,Sinazongwe,206.937221
2013,Sinazongwe,249.163773
2014,Sinazongwe,227.562387
2015,Sinazongwe,237.24037
2016,Sinazongwe,242.515288
2017,Sinazongwe,240.378207
2018,Sinazongwe,158.31173
2019,Sinazongwe,222.299293
1981,Zimba,184.223329
1982,Zimba,219.902421
1983,Zimba,240.39765
1984,Zimba,221.236149
1985,Zimba,259.45807
1986,Zimba,219.01938
1987,Zimba,234.976689
1988,Zimba,233.090057
1989,Zimba,235.859808
1990,Zimba,237.128472
1991,Zimba,200.158011
1992,Zimba,248.46613
1993,Zimba,189.75396
1994,Zimba,196.318205
1995,Zimba,237.967052
1996,Zimba,249.400411
1997,Zimba,212.951642
1998,Zimba,233.255726
1999,Zimba,271.39659
2000,Zimba,266.33415
2001,Zimba,186.25531
2002,Zimba,219.585216
2003,Zimba,252.039804
2004,Zimba,188.532734
2005,Zimba,265.85457
2006,Zimba,249.533486
2007,Zimba,240.016002
2008,Zimba,238.340351
2009,Zimba,258.87422
2010,Zimba,249.35461
2011,Zimba,248.99139
2012,Zimba,207.515463
2013,Zimba,225.496934
2014,Zimba,215.870847
2015,Zimba,238.448188
2016,Zimba,250.147397
2017,Zimba,242.858404
2018,Zimba,165.108415
2019,Zimba,229.703378
1981,Kalabo,266.1737
1982,Kalabo,256.452122
1983,Kalabo,275
1984,Kalabo,265.45105
1985,Kalabo,275
1986,Kalabo,260.58954
1987,Kalabo,269.24501
1988,Kalabo,275
1989,Kalabo,267.86372
1990,Kalabo,268.96149
1991,Kalabo,271.52732
1992,Kalabo,275
1993,Kalabo,233.350156
1994,Kalabo,231.606619
1995,Kalabo,254.74009
1996,Kalabo,265.70702
1997,Kalabo,257.515898
1998,Kalabo,275
1999,Kalabo,275
2000,Kalabo,275
2001,Kalabo,247.035855
2002,Kalabo,275
2003,Kalabo,267.7412
2004,Kalabo,259.37242
2005,Kalabo,275
2006,Kalabo,257.370865
2007,Kalabo,254.936744
2008,Kalabo,263.82232
2009,Kalabo,275
2010,Kalabo,275
2011,Kalabo,269.35966
2012,Kalabo,232.667761
2013,Kalabo,274.10203
2014,Kalabo,250.528241
2015,Kalabo,275
2016,Kalabo,264.10753
2017,Kalabo,274.58235
2018,Kalabo,234.454076
2019,Kalabo,269.78274
1981,Kaoma,238.220478
1982,Kaoma,247.296122
1983,Kaoma,275
1984,Kaoma,261.02594
1985,Kaoma,275
1986,Kaoma,264.5692
1987,Kaoma,269.28014
1988,Kaoma,275
1989,Kaoma,263.34034
1990,Kaoma,249.40088
1991,Kaoma,275
1992,Kaoma,275
1993,Kaoma,204.659097
1994,Kaoma,228.597403
1995,Kaoma,253.4593
1996,Kaoma,253.907334
1997,Kaoma,265.41737
1998,Kaoma,275
1999,Kaoma,275
2000,Kaoma,275
2001,Kaoma,240.381562
2002,Kaoma,275
2003,Kaoma,268.09481
2004,Kaoma,248.91354
2005,Kaoma,275
2006,Kaoma,258.10274
2007,Kaoma,253.737938
2008,Kaoma,260.28778
2009,Kaoma,275
2010,Kaoma,273.97465
2011,Kaoma,267.00383
2012,Kaoma,222.859354
2013,Kaoma,275
2014,Kaoma,256.415846
2015,Kaoma,275
2016,Kaoma,268.1988
2017,Kaoma,275
2018,Kaoma,245.338578
2019,Kaoma,267.48756
1981,Limulunga,247.76967
1982,Limulunga,258.284471
1983,Limulunga,275
1984,Limulunga,263.57862
1985,Limulunga,275
1986,Limulunga,257.88118
1987,Limulunga,268.78225
1988,Limulunga,275
1989,Limulunga,264.86062
1990,Limulunga,268.90259
1991,Limulunga,268.19104
1992,Limulunga,275
1993,Limulunga,221.207924
1994,Limulunga,219.504522
1995,Limulunga,246.535792
1996,Limulunga,260.1375
1997,Limulunga,265.49466
1998,Limulunga,275
1999,Limulunga,275
2000,Limulunga,275
2001,Limulunga,240.618748
2002,Limulunga,275
2003,Limulunga,266.96498
2004,Limulunga,248.33025
2005,Limulunga,275
2006,Limulunga,258.776578
2007,Limulunga,253.342627
2008,Limulunga,261.30934
2009,Limulunga,275
2010,Limulunga,275
2011,Limulunga,263.53716
2012,Limulunga,221.163068
2013,Limulunga,274.27209
2014,Limulunga,247.932041
2015,Limulunga,275
2016,Limulunga,263.06982
2017,Limulunga,274.03076
2018,Limulunga,226.266934
2019,Limulunga,264.10454
1981,Luampa,224.878541
1982,Luampa,246.048876
1983,Luampa,275
1984,Luampa,258.85991
1985,Luampa,275
1986,Luampa,266.38381
1987,Luampa,262.95629
1988,Luampa,272.33018
1989,Luampa,265.98936
1990,Luampa,250.89288
1991,Luampa,271.69532
1992,Luampa,270.25059
1993,Luampa,213.099877
1994,Luampa,223.212077
1995,Luampa,249.721177
1996,Luampa,255.091277
1997,Luampa,262.98731
1998,Luampa,275
1999,Luampa,275
2000,Luampa,275
2001,Luampa,227.994301
2002,Luampa,275
2003,Luampa,261.46331
2004,Luampa,235.307018
2005,Luampa,275
2006,Luampa,255.973787
2007,Luampa,250.492101
2008,Luampa,262.26704
2009,Luampa,275
2010,Luampa,271.71729
2011,Luampa,271.2298
2012,Luampa,219.627302
2013,Luampa,272.58064
2014,Luampa,256.037647
2015,Luampa,275
2016,Luampa,260.52182
2017,Luampa,272.86555
2018,Luampa,219.840282
2019,Luampa,261.16298
1981,Lukulu,248.80455
1982,Lukulu,253.229271
1983,Lukulu,275
1984,Lukulu,259.8539
1985,Lukulu,275
1986,Lukulu,272.20318
1987,Lukulu,271.4777
1988,Lukulu,275
1989,Lukulu,263.52318
1990,Lukulu,255.55693
1991,Lukulu,268.19608
1992,Lukulu,275
1993,Lukulu,216.980285
1994,Lukulu,240.382126
1995,Lukulu,251.89271
1996,Lukulu,258.234187
1997,Lukulu,259.790215
1998,Lukulu,275
1999,Lukulu,275
2000,Lukulu,275
2001,Lukulu,246.296911
2002,Lukulu,275
2003,Lukulu,268.9706
2004,Lukulu,264.57303
2005,Lukulu,275
2006,Lukulu,258.584581
2007,Lukulu,253.436976
2008,Lukulu,259.481568
2009,Lukulu,275
2010,Lukulu,275
2011,Lukulu,267.18628
2012,Lukulu,225.535358
2013,Lukulu,275
2014,Lukulu,255.290907
2015,Lukulu,275
2016,Lukulu,271.39202
2017,Lukulu,275
2018,Lukulu,249.26508
2019,Lukulu,272.39753
1981,Mitete,267.49233
1982,Mitete,247.101087
1983,Mitete,274.66731
1984,Mitete,265.465
1985,Mitete,275
1986,Mitete,263.00039
1987,Mitete,275
1988,Mitete,275
1989,Mitete,253.98241
1990,Mitete,274.72482
1991,Mitete,267.73759
1992,Mitete,275
1993,Mitete,224.665798
1994,Mitete,245.127241
1995,Mitete,266.16799
1996,Mitete,270.66641
1997,Mitete,263.37103
1998,Mitete,275
1999,Mitete,275
2000,Mitete,275
2001,Mitete,256.18876
2002,Mitete,275
2003,Mitete,266.76411
2004,Mitete,254.10081
2005,Mitete,275
2006,Mitete,259.215346
2007,Mitete,253.113903
2008,Mitete,256.037541
2009,Mitete,275
2010,Mitete,275
2011,Mitete,265.46377
2012,Mitete,240.94719
2013,Mitete,275
2014,Mitete,253.571716
2015,Mitete,275
2016,Mitete,264.12197
2017,Mitete,275
2018,Mitete,249.41031
2019,Mitete,272.9136
1981,Mongu,245.93384
1982,Mongu,254.21327
1983,Mongu,275
1984,Mongu,266.31191
1985,Mongu,275
1986,Mongu,261.14569
1987,Mongu,264.09935
1988,Mongu,275
1989,Mongu,263.33509
1990,Mongu,264.571
1991,Mongu,264.79033
1992,Mongu,275
1993,Mongu,224.6496
1994,Mongu,227.108855
1995,Mongu,251.183848
1996,Mongu,259.938219
1997,Mongu,265.48395
1998,Mongu,275
1999,Mongu,275
2000,Mongu,275
2001,Mongu,244.771339
2002,Mongu,275
2003,Mongu,267.37382
2004,Mongu,240.5831
2005,Mongu,275
2006,Mongu,258.609198
2007,Mongu,255.44483
2008,Mongu,264.50016
2009,Mongu,275
2010,Mongu,275
2011,Mongu,268.83262
2012,Mongu,224.290714
2013,Mongu,275
2014,Mongu,246.848746
2015,Mongu,275
2016,Mongu,265.75569
2017,Mongu,271.65167
2018,Mongu,212.637046
2019,Mongu,261.24251
1981,Mulobezi,216.169156
1982,Mulobezi,252.41213
1983,Mulobezi,270.33378
1984,Mulobezi,255.92446
1985,Mulobezi,270.60299
1986,Mulobezi,260.19266
1987,Mulobezi,256.24154
1988,Mulobezi,262.82792
1989,Mulobezi,265.25092
1990,Mulobezi,251.69142
1991,Mulobezi,251.66985
1992,Mulobezi,265.07717
1993,Mulobezi,222.157424
1994,Mulobezi,222.074913
1995,Mulobezi,243.635496
1996,Mulobezi,257.435367
1997,Mulobezi,239.5014
1998,Mulobezi,266.34698
1999,Mulobezi,275
2000,Mulobezi,275
2001,Mulobezi,230.26118
2002,Mulobezi,264.23636
2003,Mulobezi,258.301621
2004,Mulobezi,224.935118
2005,Mulobezi,275
2006,Mulobezi,256.262486
2007,Mulobezi,252.366705
2008,Mulobezi,254.348661
2009,Mulobezi,275
2010,Mulobezi,269.52887
2011,Mulobezi,265.54004
2012,Mulobezi,214.791547
2013,Mulobezi,267.06294
2014,Mulobezi,241.215706
2015,Mulobezi,274.94868
2016,Mulobezi,256.44507
2017,Mulobezi,269.26531
2018,Mulobezi,183.604487
2019,Mulobezi,249.15922
1981,Mwandi,190.382957
1982,Mwandi,223.637044
1983,Mwandi,250.9706
1984,Mwandi,228.102736
1985,Mwandi,251.54025
1986,Mwandi,254.75373
1987,Mwandi,236.105098
1988,Mwandi,253.775819
1989,Mwandi,239.426445
1990,Mwandi,245.48784
1991,Mwandi,205.115622
1992,Mwandi,247.017513
1993,Mwandi,202.82842
1994,Mwandi,203.824022
1995,Mwandi,224.826322
1996,Mwandi,242.715828
1997,Mwandi,211.556695
1998,Mwandi,245.70357
1999,Mwandi,275
2000,Mwandi,262.98461
2001,Mwandi,203.484376
2002,Mwandi,236.073978
2003,Mwandi,254.781328
2004,Mwandi,201.824583
2005,Mwandi,263.08156
2006,Mwandi,249.873272
2007,Mwandi,248.465266
2008,Mwandi,242.251268
2009,Mwandi,275
2010,Mwandi,260.55067
2011,Mwandi,228.680764
2012,Mwandi,197.851071
2013,Mwandi,247.535312
2014,Mwandi,208.348721
2015,Mwandi,261.54924
2016,Mwandi,250.232668
2017,Mwandi,253.33335
2018,Mwandi,155.514164
2019,Mwandi,242.62114
1981,Nalolo,234.93831
1982,Nalolo,255.756736
1983,Nalolo,275
1984,Nalolo,249.59266
1985,Nalolo,275
1986,Nalolo,242.49617
1987,Nalolo,265.66164
1988,Nalolo,274.96602
1989,Nalolo,256.45678
1990,Nalolo,259.67005
1991,Nalolo,260.43411
1992,Nalolo,275
1993,Nalolo,228.380815
1994,Nalolo,231.92108
1995,Nalolo,244.398208
1996,Nalolo,261.49141
1997,Nalolo,255.212513
1998,Nalolo,272.05709
1999,Nalolo,274.77688
2000,Nalolo,274.60662
2001,Nalolo,230.106978
2002,Nalolo,270.36878
2003,Nalolo,264.57887
2004,Nalolo,225.87211
2005,Nalolo,275
2006,Nalolo,258.261861
2007,Nalolo,256.605545
2008,Nalolo,267.72494
2009,Nalolo,275
2010,Nalolo,268.01088
2011,Nalolo,270.34938
2012,Nalolo,222.086893
2013,Nalolo,269.8156
2014,Nalolo,234.992916
2015,Nalolo,272.56087
2016,Nalolo,260.93763
2017,Nalolo,264.06032
2018,Nalolo,186.728842
2019,Nalolo,266.42768
1981,Nkeyema,222.566728
1982,Nkeyema,253.894576
1983,Nkeyema,275
1984,Nkeyema,265.86931
1985,Nkeyema,275
1986,Nkeyema,248.84556
1987,Nkeyema,275
1988,Nkeyema,272.40585
1989,Nkeyema,272.86389
1990,Nkeyema,256.40157
1991,Nkeyema,271.45086
1992,Nkeyema,271.72463
1993,Nkeyema,212.0146
1994,Nkeyema,238.009328
1995,Nkeyema,262.2439
1996,Nkeyema,255.182797
1997,Nkeyema,275
1998,Nkeyema,275
1999,Nkeyema,274.63141
2000,Nkeyema,275
2001,Nkeyema,239.644281
2002,Nkeyema,271.95313
2003,Nkeyema,260.26996
2004,Nkeyema,242.62112
2005,Nkeyema,275
2006,Nkeyema,260.05695
2007,Nkeyema,252.171699
2008,Nkeyema,263.44053
2009,Nkeyema,274.93544
2010,Nkeyema,271.49666
2011,Nkeyema,272.1627
2012,Nkeyema,229.763334
2013,Nkeyema,275
2014,Nkeyema,258.370831
2015,Nkeyema,275
2016,Nkeyema,264.57401
2017,Nkeyema,273.03752
2018,Nkeyema,239.719505
2019,Nkeyema,265.63195
1981,Senanga,228.970133
1982,Senanga,255.47498
1983,Senanga,275
1984,Senanga,255.29415
1985,Senanga,275
1986,Senanga,262.58251
1987,Senanga,266.10699
1988,Senanga,269.08652
1989,Senanga,271.90181
1990,Senanga,256.37848
1991,Senanga,251.22392
1992,Senanga,274.09243
1993,Senanga,228.210701
1994,Senanga,226.424827
1995,Senanga,242.238813
1996,Senanga,259.055994
1997,Senanga,253.19078
1998,Senanga,270.09017
1999,Senanga,274.41173
2000,Senanga,275
2001,Senanga,238.085912
2002,Senanga,271.40392
2003,Senanga,262.47145
2004,Senanga,234.299566
2005,Senanga,275
2006,Senanga,258.410525
2007,Senanga,256.744338
2008,Senanga,265.20538
2009,Senanga,275
2010,Senanga,273.76089
2011,Senanga,268.47078
2012,Senanga,218.500635
2013,Senanga,272.84409
2014,Senanga,232.587055
2015,Senanga,275
2016,Senanga,264.53578
2017,Senanga,266.07427
2018,Senanga,186.51584
2019,Senanga,259.45687
1981,Sesheke,207.316285
1982,Sesheke,235.258199
1983,Sesheke,260.76162
1984,Sesheke,233.642515
1985,Sesheke,267.52142
1986,Sesheke,253.74371
1987,Sesheke,242.92672
1988,Sesheke,255.463468
1989,Sesheke,242.30313
1990,Sesheke,250.75555
1991,Sesheke,219.420796
1992,Sesheke,258.239468
1993,Sesheke,209.277356
1994,Sesheke,206.459107
