gid,year,mean,rank,district,Zone,Kwilu,Country
471,2002,3.252044229,6,Yirgachefe, Gedeo, Southern Nations, Nationalities and Peoples
471,2004,3.267479872,5,Yirgachefe, Gedeo, Southern Nations, Nationalities and Peoples
471,2000,3.277264489,4,Yirgachefe, Gedeo, Southern Nations, Nationalities and Peoples
471,1999,3.341321204,3,Yirgachefe, Gedeo, Southern Nations, Nationalities and Peoples
471,2016,3.385393493,2,Yirgachefe, Gedeo, Southern Nations, Nationalities and Peoples
471,1998,3.457871328,1,Yirgachefe, Gedeo, Southern Nations, Nationalities and Peoples
472,2015,2.433473694,10,Akililna Mohr, Guraghe, Southern Nations, Nationalities and Peoples
472,1984,2.712807285,9,Akililna Mohr, Guraghe, Southern Nations, Nationalities and Peoples
472,2002,2.753602611,8,Akililna Mohr, Guraghe, Southern Nations, Nationalities and Peoples
472,1981,2.939293589,7,Akililna Mohr, Guraghe, Southern Nations, Nationalities and Peoples
472,1982,2.977238067,6,Akililna Mohr, Guraghe, Southern Nations, Nationalities and Peoples
472,2000,2.97995717,5,Akililna Mohr, Guraghe, Southern Nations, Nationalities and Peoples
472,2009,2.983844591,4,Akililna Mohr, Guraghe, Southern Nations, Nationalities and Peoples
472,1987,3.004124807,3,Akililna Mohr, Guraghe, Southern Nations, Nationalities and Peoples
472,1999,3.012551161,2,Akililna Mohr, Guraghe, Southern Nations, Nationalities and Peoples
472,1986,3.042812739,1,Akililna Mohr, Guraghe, Southern Nations, Nationalities and Peoples
473,2015,2.566995147,10,Alicho Woriro, Guraghe, Southern Nations, Nationalities and Peoples
473,1984,2.607925572,9,Alicho Woriro, Guraghe, Southern Nations, Nationalities and Peoples
473,1981,2.808192462,8,Alicho Woriro, Guraghe, Southern Nations, Nationalities and Peoples
473,2002,2.851740032,7,Alicho Woriro, Guraghe, Southern Nations, Nationalities and Peoples
473,1982,3.008584414,6,Alicho Woriro, Guraghe, Southern Nations, Nationalities and Peoples
473,2004,3.021804242,5,Alicho Woriro, Guraghe, Southern Nations, Nationalities and Peoples
473,2017,3.065565481,4,Alicho Woriro, Guraghe, Southern Nations, Nationalities and Peoples
473,1999,3.088150493,3,Alicho Woriro, Guraghe, Southern Nations, Nationalities and Peoples
473,2011,3.168676963,2,Alicho Woriro, Guraghe, Southern Nations, Nationalities and Peoples
473,2008,3.201022961,1,Alicho Woriro, Guraghe, Southern Nations, Nationalities and Peoples
474,2015,2.574720815,10,Cheha, Guraghe, Southern Nations, Nationalities and Peoples
474,1984,2.819514721,9,Cheha, Guraghe, Southern Nations, Nationalities and Peoples
474,2002,2.957204598,8,Cheha, Guraghe, Southern Nations, Nationalities and Peoples
474,2000,2.978470518,7,Cheha, Guraghe, Southern Nations, Nationalities and Peoples
474,1981,2.991419672,6,Cheha, Guraghe, Southern Nations, Nationalities and Peoples
474,1982,3.008464609,5,Cheha, Guraghe, Southern Nations, Nationalities and Peoples
474,2004,3.023552997,4,Cheha, Guraghe, Southern Nations, Nationalities and Peoples
474,2009,3.059474639,3,Cheha, Guraghe, Southern Nations, Nationalities and Peoples
474,1987,3.091773489,2,Cheha, Guraghe, Southern Nations, Nationalities and Peoples
474,1999,3.096910902,1,Cheha, Guraghe, Southern Nations, Nationalities and Peoples
475,1984,2.234551057,10,Dalocha, Guraghe, Southern Nations, Nationalities and Peoples
475,2015,2.383615101,9,Dalocha, Guraghe, Southern Nations, Nationalities and Peoples
475,1981,2.503336789,8,Dalocha, Guraghe, Southern Nations, Nationalities and Peoples
475,2002,2.518589751,7,Dalocha, Guraghe, Southern Nations, Nationalities and Peoples
475,1999,2.615559429,6,Dalocha, Guraghe, Southern Nations, Nationalities and Peoples
475,2004,2.624603071,5,Dalocha, Guraghe, Southern Nations, Nationalities and Peoples
475,2011,2.676163433,4,Dalocha, Guraghe, Southern Nations, Nationalities and Peoples
475,1982,2.67851853,3,Dalocha, Guraghe, Southern Nations, Nationalities and Peoples
475,2017,2.770919374,2,Dalocha, Guraghe, Southern Nations, Nationalities and Peoples
475,2003,2.808885177,1,Dalocha, Guraghe, Southern Nations, Nationalities and Peoples
476,2015,2.265628592,10,Endagagn, Guraghe, Southern Nations, Nationalities and Peoples
476,1981,2.461725126,9,Endagagn, Guraghe, Southern Nations, Nationalities and Peoples
476,1984,2.466143892,8,Endagagn, Guraghe, Southern Nations, Nationalities and Peoples
476,2002,2.683146481,7,Endagagn, Guraghe, Southern Nations, Nationalities and Peoples
476,1982,2.756524878,6,Endagagn, Guraghe, Southern Nations, Nationalities and Peoples
476,2004,2.783719896,5,Endagagn, Guraghe, Southern Nations, Nationalities and Peoples
476,2017,2.816084447,4,Endagagn, Guraghe, Southern Nations, Nationalities and Peoples
476,2000,2.822714021,3,Endagagn, Guraghe, Southern Nations, Nationalities and Peoples
476,2012,2.823573788,2,Endagagn, Guraghe, Southern Nations, Nationalities and Peoples
476,2003,2.828859664,1,Endagagn, Guraghe, Southern Nations, Nationalities and Peoples
477,2015,2.471839318,10,Enemorina Eaner, Guraghe, Southern Nations, Nationalities and Peoples
477,1984,2.633848198,9,Enemorina Eaner, Guraghe, Southern Nations, Nationalities and Peoples
477,1981,2.73063984,8,Enemorina Eaner, Guraghe, Southern Nations, Nationalities and Peoples
477,2002,2.783556652,7,Enemorina Eaner, Guraghe, Southern Nations, Nationalities and Peoples
477,1982,2.797376069,6,Enemorina Eaner, Guraghe, Southern Nations, Nationalities and Peoples
477,2000,2.833870432,5,Enemorina Eaner, Guraghe, Southern Nations, Nationalities and Peoples
477,2004,2.908349866,4,Enemorina Eaner, Guraghe, Southern Nations, Nationalities and Peoples
477,2003,2.909940515,3,Enemorina Eaner, Guraghe, Southern Nations, Nationalities and Peoples
477,2012,2.910447017,2,Enemorina Eaner, Guraghe, Southern Nations, Nationalities and Peoples
477,2009,2.937387342,1,Enemorina Eaner, Guraghe, Southern Nations, Nationalities and Peoples
478,2015,2.53890552,10,Ezha, Guraghe, Southern Nations, Nationalities and Peoples
478,1984,2.834364354,9,Ezha, Guraghe, Southern Nations, Nationalities and Peoples
478,2002,2.896627566,8,Ezha, Guraghe, Southern Nations, Nationalities and Peoples
478,1981,2.997045198,7,Ezha, Guraghe, Southern Nations, Nationalities and Peoples
478,2000,3.0957208,6,Ezha, Guraghe, Southern Nations, Nationalities and Peoples
478,1982,3.097688162,5,Ezha, Guraghe, Southern Nations, Nationalities and Peoples
478,2009,3.108128622,4,Ezha, Guraghe, Southern Nations, Nationalities and Peoples
478,1999,3.123963884,3,Ezha, Guraghe, Southern Nations, Nationalities and Peoples
478,2004,3.131476324,2,Ezha, Guraghe, Southern Nations, Nationalities and Peoples
478,1987,3.134030662,1,Ezha, Guraghe, Southern Nations, Nationalities and Peoples
479,2015,2.623885653,10,Goro, Guraghe, Southern Nations, Nationalities and Peoples
479,1984,2.866926061,9,Goro, Guraghe, Southern Nations, Nationalities and Peoples
479,2012,2.956896685,8,Goro, Guraghe, Southern Nations, Nationalities and Peoples
479,1987,3.004161276,7,Goro, Guraghe, Southern Nations, Nationalities and Peoples
479,1982,3.006960279,6,Goro, Guraghe, Southern Nations, Nationalities and Peoples
479,1986,3.068769676,5,Goro, Guraghe, Southern Nations, Nationalities and Peoples
479,2002,3.097261726,4,Goro, Guraghe, Southern Nations, Nationalities and Peoples
479,2009,3.097283599,3,Goro, Guraghe, Southern Nations, Nationalities and Peoples
479,2004,3.105604971,2,Goro, Guraghe, Southern Nations, Nationalities and Peoples
479,2003,3.106389576,1,Goro, Guraghe, Southern Nations, Nationalities and Peoples
480,2015,2.400387017,10,Gumer, Guraghe, Southern Nations, Nationalities and Peoples
480,1984,2.585478096,9,Gumer, Guraghe, Southern Nations, Nationalities and Peoples
480,1981,2.676487933,8,Gumer, Guraghe, Southern Nations, Nationalities and Peoples
480,2002,2.75668925,7,Gumer, Guraghe, Southern Nations, Nationalities and Peoples
480,1982,2.901431017,6,Gumer, Guraghe, Southern Nations, Nationalities and Peoples
480,2004,2.945370256,5,Gumer, Guraghe, Southern Nations, Nationalities and Peoples
480,2017,2.970680593,4,Gumer, Guraghe, Southern Nations, Nationalities and Peoples
480,1999,2.976490532,3,Gumer, Guraghe, Southern Nations, Nationalities and Peoples
480,2000,3.002202623,2,Gumer, Guraghe, Southern Nations, Nationalities and Peoples
480,2009,3.03935409,1,Gumer, Guraghe, Southern Nations, Nationalities and Peoples
481,2015,2.330521438,10,Kokir Gedbano Gutazer, Guraghe, Southern Nations, Nationalities and Peoples
481,1984,2.589699315,9,Kokir Gedbano Gutazer, Guraghe, Southern Nations, Nationalities and Peoples
481,2002,2.615288241,8,Kokir Gedbano Gutazer, Guraghe, Southern Nations, Nationalities and Peoples
481,2000,2.790238077,7,Kokir Gedbano Gutazer, Guraghe, Southern Nations, Nationalities and Peoples
481,1997,2.825487712,6,Kokir Gedbano Gutazer, Guraghe, Southern Nations, Nationalities and Peoples
481,1982,2.830698956,5,Kokir Gedbano Gutazer, Guraghe, Southern Nations, Nationalities and Peoples
481,2009,2.866826392,4,Kokir Gedbano Gutazer, Guraghe, Southern Nations, Nationalities and Peoples
481,1999,2.873754516,3,Kokir Gedbano Gutazer, Guraghe, Southern Nations, Nationalities and Peoples
481,1987,2.875729763,2,Kokir Gedbano Gutazer, Guraghe, Southern Nations, Nationalities and Peoples
481,1985,2.899205791,1,Kokir Gedbano Gutazer, Guraghe, Southern Nations, Nationalities and Peoples
482,1984,1.864287948,10,Lanfero, Guraghe, Southern Nations, Nationalities and Peoples
482,2015,2.108785307,9,Lanfero, Guraghe, Southern Nations, Nationalities and Peoples
482,2002,2.115312793,8,Lanfero, Guraghe, Southern Nations, Nationalities and Peoples
482,1999,2.232183608,7,Lanfero, Guraghe, Southern Nations, Nationalities and Peoples
482,1981,2.237383885,6,Lanfero, Guraghe, Southern Nations, Nationalities and Peoples
482,2011,2.299902973,5,Lanfero, Guraghe, Southern Nations, Nationalities and Peoples
482,2004,2.303510191,4,Lanfero, Guraghe, Southern Nations, Nationalities and Peoples
482,1982,2.365971277,3,Lanfero, Guraghe, Southern Nations, Nationalities and Peoples
482,2017,2.375550774,2,Lanfero, Guraghe, Southern Nations, Nationalities and Peoples
482,2003,2.413549432,1,Lanfero, Guraghe, Southern Nations, Nationalities and Peoples
483,2015,2.04144647,10,Meskanena Mareko, Guraghe, Southern Nations, Nationalities and Peoples
483,2002,2.048408054,9,Meskanena Mareko, Guraghe, Southern Nations, Nationalities and Peoples
483,1984,2.158911657,8,Meskanena Mareko, Guraghe, Southern Nations, Nationalities and Peoples
483,1994,2.329605662,7,Meskanena Mareko, Guraghe, Southern Nations, Nationalities and Peoples
483,1999,2.372031954,6,Meskanena Mareko, Guraghe, Southern Nations, Nationalities and Peoples
483,1995,2.38459206,5,Meskanena Mareko, Guraghe, Southern Nations, Nationalities and Peoples
483,1985,2.393476169,4,Meskanena Mareko, Guraghe, Southern Nations, Nationalities and Peoples
483,1986,2.437015931,3,Meskanena Mareko, Guraghe, Southern Nations, Nationalities and Peoples
483,1981,2.44284176,2,Meskanena Mareko, Guraghe, Southern Nations, Nationalities and Peoples
483,2000,2.462506905,1,Meskanena Mareko, Guraghe, Southern Nations, Nationalities and Peoples
484,1984,2.162730681,10,Selti, Guraghe, Southern Nations, Nationalities and Peoples
484,2015,2.246481232,9,Selti, Guraghe, Southern Nations, Nationalities and Peoples
484,2002,2.29116542,8,Selti, Guraghe, Southern Nations, Nationalities and Peoples
484,1981,2.479779006,7,Selti, Guraghe, Southern Nations, Nationalities and Peoples
484,1999,2.518505021,6,Selti, Guraghe, Southern Nations, Nationalities and Peoples
484,1982,2.61063671,5,Selti, Guraghe, Southern Nations, Nationalities and Peoples
484,2004,2.616972723,4,Selti, Guraghe, Southern Nations, Nationalities and Peoples
484,1994,2.622912787,3,Selti, Guraghe, Southern Nations, Nationalities and Peoples
484,2017,2.62761752,2,Selti, Guraghe, Southern Nations, Nationalities and Peoples
484,2011,2.684116866,1,Selti, Guraghe, Southern Nations, Nationalities and Peoples
485,2015,1.854565218,10,Sodo, Guraghe, Southern Nations, Nationalities and Peoples
485,2002,1.928697897,9,Sodo, Guraghe, Southern Nations, Nationalities and Peoples
485,1984,2.077730462,8,Sodo, Guraghe, Southern Nations, Nationalities and Peoples
485,2014,2.179530478,7,Sodo, Guraghe, Southern Nations, Nationalities and Peoples
485,1997,2.195277054,6,Sodo, Guraghe, Southern Nations, Nationalities and Peoples
485,1995,2.206107261,5,Sodo, Guraghe, Southern Nations, Nationalities and Peoples
485,1985,2.221397673,4,Sodo, Guraghe, Southern Nations, Nationalities and Peoples
485,2004,2.27054924,3,Sodo, Guraghe, Southern Nations, Nationalities and Peoples
485,1986,2.278632034,2,Sodo, Guraghe, Southern Nations, Nationalities and Peoples
485,1999,2.297750256,1,Sodo, Guraghe, Southern Nations, Nationalities and Peoples
486,1984,2.256794074,10,Badawacho, Hadiya, Southern Nations, Nationalities and Peoples
486,2009,2.394650747,9,Badawacho, Hadiya, Southern Nations, Nationalities and Peoples
486,1985,2.596188963,8,Badawacho, Hadiya, Southern Nations, Nationalities and Peoples
486,1994,2.649476557,7,Badawacho, Hadiya, Southern Nations, Nationalities and Peoples
486,1999,2.687237224,6,Badawacho, Hadiya, Southern Nations, Nationalities and Peoples
486,2002,2.734162793,5,Badawacho, Hadiya, Southern Nations, Nationalities and Peoples
486,1986,2.7562946,4,Badawacho, Hadiya, Southern Nations, Nationalities and Peoples
486,1990,2.813034064,3,Badawacho, Hadiya, Southern Nations, Nationalities and Peoples
486,1991,2.833865118,2,Badawacho, Hadiya, Southern Nations, Nationalities and Peoples
486,2012,2.835948163,1,Badawacho, Hadiya, Southern Nations, Nationalities and Peoples
487,1984,2.422051258,10,Limu, Hadiya, Southern Nations, Nationalities and Peoples
487,2015,2.57977885,9,Limu, Hadiya, Southern Nations, Nationalities and Peoples
487,1981,2.615855702,8,Limu, Hadiya, Southern Nations, Nationalities and Peoples
487,2011,2.793014885,7,Limu, Hadiya, Southern Nations, Nationalities and Peoples
487,2004,2.84151522,6,Limu, Hadiya, Southern Nations, Nationalities and Peoples
487,1999,2.861861,5,Limu, Hadiya, Southern Nations, Nationalities and Peoples
487,2009,2.869651661,4,Limu, Hadiya, Southern Nations, Nationalities and Peoples
487,1994,2.884486179,3,Limu, Hadiya, Southern Nations, Nationalities and Peoples
487,2002,2.892350688,2,Limu, Hadiya, Southern Nations, Nationalities and Peoples
487,2012,2.906075568,1,Limu, Hadiya, Southern Nations, Nationalities and Peoples
488,2015,2.660079752,10,Misha, Hadiya, Southern Nations, Nationalities and Peoples
488,1984,2.672160093,9,Misha, Hadiya, Southern Nations, Nationalities and Peoples
488,1981,2.694001031,8,Misha, Hadiya, Southern Nations, Nationalities and Peoples
488,2000,2.848354357,7,Misha, Hadiya, Southern Nations, Nationalities and Peoples
488,2012,2.872680563,6,Misha, Hadiya, Southern Nations, Nationalities and Peoples
488,2009,2.932439017,5,Misha, Hadiya, Southern Nations, Nationalities and Peoples
488,2002,2.939628587,4,Misha, Hadiya, Southern Nations, Nationalities and Peoples
488,1999,2.970097731,3,Misha, Hadiya, Southern Nations, Nationalities and Peoples
488,2003,2.98556662,2,Misha, Hadiya, Southern Nations, Nationalities and Peoples
488,2011,2.99220413,1,Misha, Hadiya, Southern Nations, Nationalities and Peoples
489,1984,2.94116281,10,Soro, Hadiya, Southern Nations, Nationalities and Peoples
489,1994,2.98829323,9,Soro, Hadiya, Southern Nations, Nationalities and Peoples
489,2000,3.094984851,8,Soro, Hadiya, Southern Nations, Nationalities and Peoples
489,1981,3.098553951,7,Soro, Hadiya, Southern Nations, Nationalities and Peoples
489,2009,3.099351433,6,Soro, Hadiya, Southern Nations, Nationalities and Peoples
489,1995,3.20195002,5,Soro, Hadiya, Southern Nations, Nationalities and Peoples
489,1999,3.204401065,4,Soro, Hadiya, Southern Nations, Nationalities and Peoples
489,2012,3.218858238,3,Soro, Hadiya, Southern Nations, Nationalities and Peoples
489,2015,3.247054373,2,Soro, Hadiya, Southern Nations, Nationalities and Peoples
489,1991,3.274094598,1,Soro, Hadiya, Southern Nations, Nationalities and Peoples
490,1981,4.013319156,10,Bita, Kaffa, Southern Nations, Nationalities and Peoples
490,1999,4.044746942,9,Bita, Kaffa, Southern Nations, Nationalities and Peoples
490,2000,4.130615286,8,Bita, Kaffa, Southern Nations, Nationalities and Peoples
490,1986,4.243355976,7,Bita, Kaffa, Southern Nations, Nationalities and Peoples
490,2016,4.422135544,6,Bita, Kaffa, Southern Nations, Nationalities and Peoples
490,2002,4.43761499,5,Bita, Kaffa, Southern Nations, Nationalities and Peoples
490,1993,4.479176607,4,Bita, Kaffa, Southern Nations, Nationalities and Peoples
490,2009,4.520692053,3,Bita, Kaffa, Southern Nations, Nationalities and Peoples
490,1987,4.545565866,2,Bita, Kaffa, Southern Nations, Nationalities and Peoples
490,2005,4.584660379,1,Bita, Kaffa, Southern Nations, Nationalities and Peoples
491,1999,3.567446771,10,Chena, Kaffa, Southern Nations, Nationalities and Peoples
491,1981,3.586308629,9,Chena, Kaffa, Southern Nations, Nationalities and Peoples
491,2000,3.591902429,8,Chena, Kaffa, Southern Nations, Nationalities and Peoples
491,2016,3.899135887,7,Chena, Kaffa, Southern Nations, Nationalities and Peoples
491,1986,3.904628986,6,Chena, Kaffa, Southern Nations, Nationalities and Peoples
491,1993,3.927113854,5,Chena, Kaffa, Southern Nations, Nationalities and Peoples
491,1987,4.021959827,4,Chena, Kaffa, Southern Nations, Nationalities and Peoples
491,2002,4.083019201,3,Chena, Kaffa, Southern Nations, Nationalities and Peoples
491,2009,4.09197947,2,Chena, Kaffa, Southern Nations, Nationalities and Peoples
491,1988,4.122810286,1,Chena, Kaffa, Southern Nations, Nationalities and Peoples
492,1999,3.734980759,10,Cheta, Kaffa, Southern Nations, Nationalities and Peoples
492,1984,3.98957167,9,Cheta, Kaffa, Southern Nations, Nationalities and Peoples
492,1986,4.02116985,8,Cheta, Kaffa, Southern Nations, Nationalities and Peoples
492,2016,4.053999857,7,Cheta, Kaffa, Southern Nations, Nationalities and Peoples
492,2000,4.141730159,6,Cheta, Kaffa, Southern Nations, Nationalities and Peoples
492,2002,4.199868361,5,Cheta, Kaffa, Southern Nations, Nationalities and Peoples
492,1985,4.225667942,4,Cheta, Kaffa, Southern Nations, Nationalities and Peoples
492,1987,4.232812211,3,Cheta, Kaffa, Southern Nations, Nationalities and Peoples
492,1988,4.249468251,2,Cheta, Kaffa, Southern Nations, Nationalities and Peoples
492,1981,4.366026257,1,Cheta, Kaffa, Southern Nations, Nationalities and Peoples
493,1999,3.558093859,10,Decha, Kaffa, Southern Nations, Nationalities and Peoples
493,2016,3.818957739,9,Decha, Kaffa, Southern Nations, Nationalities and Peoples
493,2000,3.894540915,8,Decha, Kaffa, Southern Nations, Nationalities and Peoples
493,1986,3.993063124,7,Decha, Kaffa, Southern Nations, Nationalities and Peoples
493,1984,4.040842725,6,Decha, Kaffa, Southern Nations, Nationalities and Peoples
493,1988,4.056976179,5,Decha, Kaffa, Southern Nations, Nationalities and Peoples
493,1993,4.060619584,4,Decha, Kaffa, Southern Nations, Nationalities and Peoples
493,1981,4.067563957,3,Decha, Kaffa, Southern Nations, Nationalities and Peoples
493,1987,4.124064853,2,Decha, Kaffa, Southern Nations, Nationalities and Peoples
493,1985,4.124441622,1,Decha, Kaffa, Southern Nations, Nationalities and Peoples
494,1984,3.63192458,10,Gelila, South Omo, Southern Nations, Nationalities and Peoples
494,1999,3.937591925,9,Gelila, South Omo, Southern Nations, Nationalities and Peoples
494,2000,3.979801394,8,Gelila, South Omo, Southern Nations, Nationalities and Peoples
494,2016,4.02337293,7,Gelila, South Omo, Southern Nations, Nationalities and Peoples
494,2009,4.049740717,6,Gelila, South Omo, Southern Nations, Nationalities and Peoples
494,1985,4.088730121,5,Gelila, South Omo, Southern Nations, Nationalities and Peoples
494,1983,4.102270872,4,Gelila, South Omo, Southern Nations, Nationalities and Peoples
494,1988,4.125874669,3,Gelila, South Omo, Southern Nations, Nationalities and Peoples
494,1993,4.149521969,2,Gelila, South Omo, Southern Nations, Nationalities and Peoples
494,2004,4.215933597,1,Gelila, South Omo, Southern Nations, Nationalities and Peoples
495,1983,1.15890956,10,Hamer, South Omo, Southern Nations, Nationalities and Peoples
495,2000,1.242472367,9,Hamer, South Omo, Southern Nations, Nationalities and Peoples
495,1999,1.286933843,8,Hamer, South Omo, Southern Nations, Nationalities and Peoples
495,1984,1.320339544,7,Hamer, South Omo, Southern Nations, Nationalities and Peoples
495,1985,1.497059436,6,Hamer, South Omo, Southern Nations, Nationalities and Peoples
495,1986,1.499408012,5,Hamer, South Omo, Southern Nations, Nationalities and Peoples
495,1995,1.505056708,4,Hamer, South Omo, Southern Nations, Nationalities and Peoples
495,2008,1.518483902,3,Hamer, South Omo, Southern Nations, Nationalities and Peoples
495,2016,1.531313349,2,Hamer, South Omo, Southern Nations, Nationalities and Peoples
495,2004,1.53984261,1,Hamer, South Omo, Southern Nations, Nationalities and Peoples
496,2000,0.866969271,10,Kuraz, South Omo, Southern Nations, Nationalities and Peoples
496,1983,0.879808214,9,Kuraz, South Omo, Southern Nations, Nationalities and Peoples
496,1999,0.950036855,8,Kuraz, South Omo, Southern Nations, Nationalities and Peoples
496,1984,1.050902722,7,Kuraz, South Omo, Southern Nations, Nationalities and Peoples
496,1986,1.090785296,6,Kuraz, South Omo, Southern Nations, Nationalities and Peoples
496,2008,1.106514041,5,Kuraz, South Omo, Southern Nations, Nationalities and Peoples
496,2001,1.117148077,4,Kuraz, South Omo, Southern Nations, Nationalities and Peoples
496,1985,1.138844364,3,Kuraz, South Omo, Southern Nations, Nationalities and Peoples
496,2016,1.175147383,2,Kuraz, South Omo, Southern Nations, Nationalities and Peoples
496,1993,1.178082026,1,Kuraz, South Omo, Southern Nations, Nationalities and Peoples
497,1984,2.510035407,10,Selamgo, South Omo, Southern Nations, Nationalities and Peoples
497,1999,2.598646755,9,Selamgo, South Omo, Southern Nations, Nationalities and Peoples
497,1993,2.690632681,8,Selamgo, South Omo, Southern Nations, Nationalities and Peoples
497,1983,2.703406796,7,Selamgo, South Omo, Southern Nations, Nationalities and Peoples
497,2016,2.771212023,6,Selamgo, South Omo, Southern Nations, Nationalities and Peoples
497,2000,2.775877382,5,Selamgo, South Omo, Southern Nations, Nationalities and Peoples
497,1985,2.849368291,4,Selamgo, South Omo, Southern Nations, Nationalities and Peoples
497,1986,2.890493742,3,Selamgo, South Omo, Southern Nations, Nationalities and Peoples
497,2009,2.970423938,2,Selamgo, South Omo, Southern Nations, Nationalities and Peoples
497,1995,2.981357811,1,Selamgo, South Omo, Southern Nations, Nationalities and Peoples
498,1984,2.752583856,10,Boloso Sore, Wolayita, Southern Nations, Nationalities and Peoples
498,2009,3.005791395,9,Boloso Sore, Wolayita, Southern Nations, Nationalities and Peoples
498,1994,3.095218104,8,Boloso Sore, Wolayita, Southern Nations, Nationalities and Peoples
498,1985,3.155570002,7,Boloso Sore, Wolayita, Southern Nations, Nationalities and Peoples
498,1986,3.256020645,6,Boloso Sore, Wolayita, Southern Nations, Nationalities and Peoples
498,1990,3.296278906,5,Boloso Sore, Wolayita, Southern Nations, Nationalities and Peoples
498,1999,3.332833732,4,Boloso Sore, Wolayita, Southern Nations, Nationalities and Peoples
498,1991,3.390189273,3,Boloso Sore, Wolayita, Southern Nations, Nationalities and Peoples
498,2000,3.417472848,2,Boloso Sore, Wolayita, Southern Nations, Nationalities and Peoples
498,2012,3.481405185,1,Boloso Sore, Wolayita, Southern Nations, Nationalities and Peoples
499,1984,2.401970142,10,Damot Gale, Wolayita, Southern Nations, Nationalities and Peoples
499,2009,2.535293558,9,Damot Gale, Wolayita, Southern Nations, Nationalities and Peoples
499,1985,2.614810504,8,Damot Gale, Wolayita, Southern Nations, Nationalities and Peoples
499,1986,2.772466315,7,Damot Gale, Wolayita, Southern Nations, Nationalities and Peoples
499,1999,2.789113518,6,Damot Gale, Wolayita, Southern Nations, Nationalities and Peoples
499,2002,2.819024335,5,Damot Gale, Wolayita, Southern Nations, Nationalities and Peoples
499,1994,2.831861388,4,Damot Gale, Wolayita, Southern Nations, Nationalities and Peoples
499,1990,2.874919829,3,Damot Gale, Wolayita, Southern Nations, Nationalities and Peoples
499,2000,2.879667502,2,Damot Gale, Wolayita, Southern Nations, Nationalities and Peoples
499,1995,2.944027979,1,Damot Gale, Wolayita, Southern Nations, Nationalities and Peoples
500,1984,2.289260648,10,Damot Weyde, Wolayita, Southern Nations, Nationalities and Peoples
500,2009,2.474239352,9,Damot Weyde, Wolayita, Southern Nations, Nationalities and Peoples
500,1985,2.480690162,8,Damot Weyde, Wolayita, Southern Nations, Nationalities and Peoples
500,2002,2.518663441,7,Damot Weyde, Wolayita, Southern Nations, Nationalities and Peoples
500,1999,2.555144281,6,Damot Weyde, Wolayita, Southern Nations, Nationalities and Peoples
500,1986,2.62015244,5,Damot Weyde, Wolayita, Southern Nations, Nationalities and Peoples
500,1990,2.727121175,4,Damot Weyde, Wolayita, Southern Nations, Nationalities and Peoples
500,2000,2.769545564,3,Damot Weyde, Wolayita, Southern Nations, Nationalities and Peoples
500,2012,2.800261879,2,Damot Weyde, Wolayita, Southern Nations, Nationalities and Peoples
500,1995,2.843385884,1,Damot Weyde, Wolayita, Southern Nations, Nationalities and Peoples
501,1984,1.795596453,10,Humbo, Wolayita, Southern Nations, Nationalities and Peoples
501,2009,1.979405253,9,Humbo, Wolayita, Southern Nations, Nationalities and Peoples
501,1986,1.98674411,8,Humbo, Wolayita, Southern Nations, Nationalities and Peoples
501,1999,1.996710606,7,Humbo, Wolayita, Southern Nations, Nationalities and Peoples
501,1985,2.00862374,6,Humbo, Wolayita, Southern Nations, Nationalities and Peoples
501,2002,2.053741795,5,Humbo, Wolayita, Southern Nations, Nationalities and Peoples
501,2000,2.112772173,4,Humbo, Wolayita, Southern Nations, Nationalities and Peoples
501,1990,2.190222924,3,Humbo, Wolayita, Southern Nations, Nationalities and Peoples
501,2016,2.198022065,2,Humbo, Wolayita, Southern Nations, Nationalities and Peoples
501,1991,2.219099222,1,Humbo, Wolayita, Southern Nations, Nationalities and Peoples
502,1984,2.869419361,10,Kindo Koysha, Wolayita, Southern Nations, Nationalities and Peoples
502,2009,3.136344705,9,Kindo Koysha, Wolayita, Southern Nations, Nationalities and Peoples
502,1985,3.232898234,8,Kindo Koysha, Wolayita, Southern Nations, Nationalities and Peoples
502,1986,3.35698697,7,Kindo Koysha, Wolayita, Southern Nations, Nationalities and Peoples
502,1999,3.384934131,6,Kindo Koysha, Wolayita, Southern Nations, Nationalities and Peoples
502,1994,3.494494172,5,Kindo Koysha, Wolayita, Southern Nations, Nationalities and Peoples
502,1990,3.495364097,4,Kindo Koysha, Wolayita, Southern Nations, Nationalities and Peoples
502,2000,3.636128815,3,Kindo Koysha, Wolayita, Southern Nations, Nationalities and Peoples
502,2016,3.666520657,2,Kindo Koysha, Wolayita, Southern Nations, Nationalities and Peoples
502,2002,3.672532547,1,Kindo Koysha, Wolayita, Southern Nations, Nationalities and Peoples
503,1984,2.718960203,10,Ofa, Wolayita, Southern Nations, Nationalities and Peoples
503,2009,2.889260896,9,Ofa, Wolayita, Southern Nations, Nationalities and Peoples
503,1986,3.020472451,8,Ofa, Wolayita, Southern Nations, Nationalities and Peoples
503,1985,3.036283853,7,Ofa, Wolayita, Southern Nations, Nationalities and Peoples
503,1999,3.053877087,6,Ofa, Wolayita, Southern Nations, Nationalities and Peoples
503,2002,3.290587824,5,Ofa, Wolayita, Southern Nations, Nationalities and Peoples
503,2004,3.308917233,4,Ofa, Wolayita, Southern Nations, Nationalities and Peoples
503,2000,3.343275583,3,Ofa, Wolayita, Southern Nations, Nationalities and Peoples
